Index,Player,Tm,Year,Pos,PTS,FG,3P,2P,FT,TRB,AST,TOV,STL,BLK
19284,Rasheed Wallace,DET,2008,C,979,376,112,264,115,511,137,86,91,129
19285,Luke Walton,LAL,2008,SF,535,215,28,187,77,291,218,100,60,18
19286,Hakim Warrick,MEM,2008,PF,852,328,13,315,183,356,53,85,36,28
19287,Darius Washington,SAS,2008,SG,53,21,4,17,7,20,15,14,5,0
19288,Darryl Watkins,SAC,2008,C,12,5,0,5,2,12,0,7,2,2
19289,C.J. Watson,GSW,2008,PG,118,43,9,34,23,32,35,18,15,0
19290,Earl Watson,SEA,2008,PG,838,339,49,290,111,225,531,175,69,11
19291,Chris Webber,GSW,2008,PF,35,15,0,15,5,32,18,11,4,6
19292,Martell Webster,POR,2008,SF,799,277,123,154,122,296,90,83,42,28
19293,Bonzi Wells,TOT,2008,SG,662,252,12,240,146,331,97,103,75,32
19294,Bonzi Wells,HOU,2008,SG,469,175,8,167,111,260,80,76,51,24
19295,Bonzi Wells,NOH,2008,SG,193,77,4,73,35,71,17,27,24,8
19296,David West,NOH,2008,PF,1564,629,6,623,300,675,177,165,62,99
19297,Delonte West,TOT,2008,PG,507,196,48,148,67,193,229,117,59,29
19298,Delonte West,SEA,2008,PG,239,97,19,78,26,96,113,66,30,10
19299,Delonte West,CLE,2008,PG,268,99,29,70,41,97,116,51,29,19
19300,Mario West,ATL,2008,SG,59,21,0,21,17,48,13,9,12,4
19301,Chris Wilcox,SEA,2008,PF,828,334,0,334,160,433,74,103,46,36
19302,Damien Wilkins,SEA,2008,SF,698,271,50,221,106,245,150,89,62,19
19303,Mike Wilks,TOT,2008,PG,41,17,3,14,4,19,14,9,9,0
19304,Mike Wilks,DEN,2008,PG,24,10,2,8,2,12,6,5,5,0
19305,Mike Wilks,WAS,2008,PG,5,2,1,1,0,6,3,1,3,0
19306,Mike Wilks,SEA,2008,PG,12,5,0,5,2,1,5,3,1,0
19307,Aaron Williams,LAC,2008,C,68,27,0,27,14,61,9,13,12,15
19308,Deron Williams,UTA,2008,PG,1545,566,83,483,330,243,862,279,90,23
19309,Jason Williams,MIA,2008,PG,588,211,97,114,69,130,307,91,83,5
19310,Justin Williams,TOT,2008,C,34,13,0,13,8,49,0,4,5,5
19311,Justin Williams,SAC,2008,C,31,12,0,12,7,48,0,3,5,5
19312,Justin Williams,HOU,2008,C,3,1,0,1,1,1,0,1,0,0
19313,Lou Williams,PHI,2008,PG,920,319,55,264,227,167,253,125,81,13
19314,Marcus Williams,NJN,2008,PG,313,111,54,57,37,101,140,75,25,3
19315,Marcus Williams,TOT,2008,PF-SF,10,5,0,5,0,12,3,0,1,1
19316,Marcus Williams,SAS,2008,SF,0,0,0,0,0,0,0,0,0,1
19317,Marcus Williams,LAC,2008,PF,10,5,0,5,0,12,3,0,1,0
19318,Marvin Williams,ATL,2008,SF,1185,424,1,423,336,457,137,127,81,33
19319,Mo Williams,MIL,2008,PG,1137,441,89,352,166,230,419,182,78,10
19320,Sean Williams,NJN,2008,C,409,164,0,164,81,322,28,70,28,106
19321,Shawne Williams,IND,2008,SF,437,159,43,116,76,176,59,58,26,26
19322,Shelden Williams,TOT,2008,PF,255,92,0,92,71,205,19,35,22,21
19323,Shelden Williams,ATL,2008,PF,109,37,0,37,35,107,11,14,13,11
19324,Shelden Williams,SAC,2008,PF,146,55,0,55,36,98,8,21,9,10
19325,Loren Woods,HOU,2008,C,6,3,0,3,0,1,2,0,0,0
19326,Metta World,SAC,2008,SF,1168,436,84,352,212,328,199,148,133,38
19327,Antoine Wright,TOT,2008,SG,350,136,32,104,46,147,80,50,28,21
19328,Antoine Wright,NJN,2008,SG,298,115,27,88,41,125,67,39,26,17
19329,Antoine Wright,DAL,2008,SG,52,21,5,16,5,22,13,11,2,4
19330,Brandan Wright,GSW,2008,PF,151,62,0,62,27,99,9,13,6,22
19331,Dorell Wright,MIA,2008,SF,347,143,4,139,57,220,60,29,29,41
19332,Julian Wright,NOH,2008,SF,223,90,10,80,33,117,40,34,29,12
19333,Lorenzen Wright,TOT,2008,C,15,6,0,6,3,38,4,4,3,3
19334,Lorenzen Wright,ATL,2008,C,13,5,0,5,3,37,3,2,3,3
19335,Lorenzen Wright,SAC,2008,C,2,1,0,1,0,1,1,2,0,0
19336,Nick Young,WAS,2008,SG,561,210,40,170,101,115,63,94,35,7
19337,Thaddeus Young,PHI,2008,PF,610,264,6,258,76,312,58,64,73,8
19338,,,,,,,,,,,,,,
19339,Alex Acker,TOT,2009,SG,72,30,7,23,5,24,12,7,5,4
19340,Alex Acker,DET,2009,SG,9,4,0,4,1,2,1,0,2,1
19341,Alex Acker,LAC,2009,SG,63,26,7,19,4,22,11,7,3,3
19342,Hassan Adams,TOR,2009,SG,11,4,0,4,3,7,1,4,1,1
19343,Arron Afflalo,DET,2009,SG,363,131,43,88,58,134,44,43,28,13
19344,Maurice Ager,NJN,2009,SG,34,15,0,15,4,10,3,4,1,2
19345,Blake Ahearn,SAS,2009,PG,8,2,2,0,2,1,2,1,1,0
19346,Alexis Ajinca,CHA,2009,PF,70,25,0,25,20,30,3,12,7,6
19347,LaMarcus Aldridge,POR,2009,PF,1470,601,7,594,261,605,157,121,77,77
19348,Joe Alexander,MIL,2009,SF,278,102,16,86,58,115,42,52,15,29
19349,Malik Allen,MIL,2009,PF,156,73,0,73,10,103,35,20,7,12
19350,Ray Allen,BOS,2009,SG,1434,499,199,300,237,278,218,134,69,13
19351,Tony Allen,BOS,2009,SG,359,137,6,131,79,104,66,77,54,23
19352,Morris Almond,UTA,2009,SG,92,33,5,28,21,36,7,16,4,4
19353,Rafer Alston,TOT,2009,PG,900,316,112,204,156,227,406,140,108,10
19354,Rafer Alston,HOU,2009,PG,552,193,80,113,86,144,258,88,57,7
19355,Rafer Alston,ORL,2009,PG,348,123,32,91,70,83,148,52,51,3
19356,Lou Amundson,PHO,2009,PF,321,134,0,134,53,270,28,56,32,65
19357,Chris Andersen,DEN,2009,C,452,160,2,158,130,442,31,69,41,175
19358,Ryan Anderson,NJN,2009,PF,487,160,69,91,98,311,52,63,44,20
19359,Carmelo Anthony,DEN,2009,SF,1504,535,63,472,371,450,222,199,75,24
19360,Joel Anthony,MIA,2009,C,144,57,0,57,30,197,27,41,20,93
19361,Gilbert Arenas,WAS,2009,PG,26,6,2,4,12,9,20,1,0,1
19362,Trevor Ariza,LAL,2009,SF,729,274,61,213,120,352,145,87,137,24
19363,Hilton Armstrong,NOH,2009,C,338,138,0,138,62,195,29,80,26,45
19364,Darrell Arthur,MEM,2009,PF,422,191,0,191,40,346,43,47,52,52
19365,Chucky Atkins,TOT,2009,PG,98,34,15,19,15,24,59,23,10,2
19366,Chucky Atkins,DEN,2009,PG,27,9,5,4,4,6,28,10,2,1
19367,Chucky Atkins,OKC,2009,PG,71,25,10,15,11,18,31,13,8,1
19368,D.J. Augustin,CHA,2009,PG,850,267,108,159,208,133,250,119,42,2
19369,Kelenna Azubuike,GSW,2009,SF,1063,392,94,298,185,370,117,95,57,50
19370,Renaldo Balkman,DEN,2009,PF,264,110,2,108,42,203,34,35,47,23
19371,Marcus Banks,TOT,2009,PG,56,21,3,18,11,18,28,14,11,2
19372,Marcus Banks,MIA,2009,PG,42,15,2,13,10,15,22,11,10,2
19373,Marcus Banks,TOR,2009,PG,14,6,1,5,1,3,6,3,1,0
19374,Leandro Barbosa,PHO,2009,SG,993,366,90,276,171,181,162,93,82,7
19375,J.J. Barea,DAL,2009,SG,617,246,55,191,70,177,269,105,37,5
19376,Andrea Bargnani,TOR,2009,PF,1202,431,119,312,221,416,94,135,34,97
19377,Matt Barnes,PHO,2009,PF,788,285,117,168,101,421,212,130,52,26
19378,Brent Barry,HOU,2009,SG,208,70,49,21,19,94,78,48,24,3
19379,Brandon Bass,DAL,2009,C,686,252,0,252,182,367,43,86,27,55
19380,Maceo Baston,IND,2009,PF,67,25,0,25,17,52,7,12,6,10
19381,Tony Battie,ORL,2009,PF,372,158,2,156,54,278,31,46,26,25
19382,Shane Battier,HOU,2009,SG,436,145,91,54,55,285,137,49,48,54
19383,Nicolas Batum,POR,2009,SF,426,161,62,99,42,220,74,50,50,40
19384,Jerryd Bayless,POR,2009,PG,228,69,7,62,83,57,78,56,16,2
19385,Michael Beasley,MIA,2009,PF,1123,452,33,419,186,439,83,121,41,37
19386,Marco Belinelli,GSW,2009,SG,372,140,52,88,40,71,88,59,36,1
19387,Charlie Bell,MIL,2009,SG,587,217,87,130,66,134,151,76,50,7
19388,Raja Bell,TOT,2009,SG,799,299,114,185,87,243,142,86,50,8
19389,Raja Bell,PHO,2009,SG,212,76,44,32,16,64,29,18,13,2
19390,Raja Bell,CHA,2009,SG,587,223,70,153,71,179,113,68,37,6
19391,Mike Bibby,ATL,2009,PG,1176,437,167,270,135,278,392,128,98,11
19392,Andris Biedrins,GSW,2009,C,735,308,0,308,119,693,121,110,63,96
19393,Chauncey Billups,TOT,2009,PG,1400,410,162,248,418,239,506,177,93,18
19394,Chauncey Billups,DET,2009,PG,25,7,2,5,9,10,15,4,3,1
19395,Chauncey Billups,DEN,2009,PG,1375,403,160,243,409,229,491,173,90,17
19396,Steve Blake,POR,2009,PG,757,277,140,137,63,173,348,108,69,4
19397,Andray Blatche,WAS,2009,C,713,297,5,292,114,378,118,117,53,74
19398,Mark Blount,MIA,2009,C,79,30,11,19,8,41,4,14,1,7
19399,Keith Bogans,TOT,2009,SG,364,119,74,45,52,202,64,41,43,4
19400,Keith Bogans,ORL,2009,SG,189,63,42,21,21,111,31,19,23,2
19401,Keith Bogans,MIL,2009,SG,175,56,32,24,31,91,33,22,20,2
19402,Andrew Bogut,MIL,2009,C,422,183,0,183,56,369,72,86,23,37
19403,Matt Bonner,SAS,2009,PF,667,266,118,148,17,386,82,37,47,26
19404,Josh Boone,NJN,2009,C,258,113,0,113,32,258,31,31,22,48
19405,Calvin Booth,TOT,2009,C,16,5,0,5,6,11,0,1,1,2
19406,Calvin Booth,MIN,2009,C,0,0,0,0,0,1,0,0,0,0
19407,Calvin Booth,SAC,2009,C,16,5,0,5,6,10,0,1,1,2
19408,Carlos Boozer,UTA,2009,PF,599,251,0,251,97,385,79,79,39,7
19409,Chris Bosh,TOR,2009,C,1746,615,12,603,504,771,191,174,67,77
19410,Bruce Bowen,SAS,2009,SF,214,79,42,37,14,145,40,25,36,13
19411,Ryan Bowen,NOH,2009,SF,47,22,0,22,3,24,9,5,14,5
19412,Elton Brand,PHI,2009,PF,399,163,0,163,73,254,37,68,17,45
19413,Corey Brewer,MIN,2009,SF,93,37,5,32,14,49,25,13,15,3
19414,Ronnie Brewer,UTA,2009,SF,1111,421,22,399,247,300,179,110,138,30
19415,Aaron Brooks,HOU,2009,PG,894,316,113,203,149,157,238,125,46,8
19416,Andre Brown,CHA,2009,PF,4,1,0,1,2,12,1,5,1,0
19417,Bobby Brown,TOT,2009,SG-PG,361,141,45,96,34,52,117,63,21,3
19418,Bobby Brown,SAC,2009,SG,245,94,31,63,26,36,87,47,15,1
19419,Bobby Brown,MIN,2009,PG,116,47,14,33,8,16,30,16,6,2
19420,Dee Brown,TOT,2009,PG,46,18,7,11,3,29,36,17,10,0
19421,Dee Brown,WAS,2009,PG,41,17,6,11,1,28,33,14,10,0
19422,Dee Brown,PHO,2009,PG,5,1,1,0,2,1,3,3,0,0
19423,Devin Brown,NOH,2009,SG,328,111,28,83,78,119,54,54,32,5
19424,Kwame Brown,DET,2009,C,243,90,0,90,63,290,32,50,24,24
19425,Shannon Brown,TOT,2009,SG,202,78,14,64,32,44,38,38,22,7
19426,Shannon Brown,CHA,2009,SG,144,56,8,48,24,24,28,29,18,5
19427,Shannon Brown,LAL,2009,SG,58,22,6,16,8,20,10,9,4,2
19428,Kobe Bryant,LAL,2009,SG,2201,800,118,682,483,429,399,210,120,37
19429,Greg Buckner,MEM,2009,SF,155,61,13,48,20,130,57,38,29,8
19430,Caron Butler,WAS,2009,SG,1392,491,65,426,345,414,290,210,106,20
19431,Rasual Butler,NOH,2009,SF,922,348,140,208,86,271,75,59,51,61
19432,Andrew Bynum,LAL,2009,C,714,281,0,281,152,398,71,85,18,90
19433,Will Bynum,DET,2009,PG,410,156,3,153,95,75,157,76,34,2
19434,Jose Calderon,TOR,2009,PG,873,320,82,238,151,194,607,143,74,7
19435,Marcus Camby,LAC,2009,C,641,254,1,253,132,690,127,93,51,132
19436,Brian Cardinal,MIN,2009,PF,190,65,30,35,30,142,76,48,37,13
19437,Rodney Carney,MIN,2009,SG,481,176,79,97,50,126,26,43,45,29
19438,Matt Carroll,TOT,2009,SG,164,65,13,52,21,69,27,33,21,6
19439,Matt Carroll,CHA,2009,SG,139,56,12,44,15,55,24,26,18,5
19440,Matt Carroll,DAL,2009,SG,25,9,1,8,6,14,3,7,3,1
19441,Anthony Carter,DEN,2009,PG,412,167,21,146,57,205,364,155,96,13
19442,Vince Carter,NJN,2009,SG,1662,588,151,437,335,410,376,166,82,38
19443,Mario Chalmers,MIA,2009,PG,818,278,114,164,148,228,403,165,160,8
19444,Tyson Chandler,NOH,2009,C,397,160,0,160,77,393,22,70,15,56
19445,Wilson Chandler,NYK,2009,SF,1184,455,103,352,171,445,170,139,71,75
19446,Speedy Claxton,ATL,2009,PG,5,2,0,2,1,0,3,0,0,0
19447,Jarron Collins,UTA,2009,C,40,16,0,16,8,37,7,9,2,1
19448,Jason Collins,MIN,2009,C,57,22,0,22,13,70,11,12,9,13
19449,Mardy Collins,TOT,2009,PG-SG,251,105,13,92,28,107,111,58,31,10
19450,Mardy Collins,NYK,2009,SG,20,8,0,8,4,8,10,5,2,0
19451,Mardy Collins,LAC,2009,PG,231,97,13,84,24,99,101,53,29,10
19452,Nick Collison,OKC,2009,C,584,243,0,243,98,489,66,73,51,50
19453,Mike Conley,MEM,2009,PG,895,323,88,235,161,276,354,143,90,8
19454,Brian Cook,TOT,2009,PF,74,28,13,15,5,32,5,13,3,3
19455,Brian Cook,ORL,2009,PF,62,23,11,12,5,27,4,11,3,0
19456,Brian Cook,HOU,2009,PF,12,5,2,3,0,5,1,2,0,3
19457,Daequan Cook,MIA,2009,SF,686,242,153,89,49,189,71,42,39,10
19458,Jamal Crawford,TOT,2009,PG-SG,1280,419,142,277,300,193,288,148,57,13
19459,Jamal Crawford,NYK,2009,SG,216,73,35,38,35,17,48,26,9,0
19460,Jamal Crawford,GSW,2009,PG,1064,346,107,239,265,176,240,122,48,13
19461,Joe Crawford,NYK,2009,SF,9,3,1,2,2,4,1,0,1,0
19462,Javaris Crittenton,TOT,2009,PG-SG,317,131,2,129,53,166,150,82,40,6
19463,Javaris Crittenton,MEM,2009,SG,19,7,0,7,5,6,5,3,1,0
19464,Javaris Crittenton,WAS,2009,PG,298,124,2,122,48,160,145,79,39,6
19465,Austin Croshere,TOT,2009,PF,40,14,5,9,7,34,9,6,1,1
19466,Austin Croshere,MIL,2009,PF,36,12,5,7,7,24,6,4,1,1
19467,Austin Croshere,SAS,2009,PF,4,2,0,2,0,10,3,2,0,0
19468,Eddy Curry,NYK,2009,C,5,2,0,2,1,4,0,2,0,0
19469,Samuel Dalembert,PHI,2009,C,523,216,0,216,91,701,18,117,33,146
19470,Erick Dampier,DAL,2009,C,454,182,0,182,90,565,77,74,24,95
19471,Antonio Daniels,TOT,2009,PG,300,99,22,77,80,77,177,62,26,1
19472,Antonio Daniels,WAS,2009,PG,66,18,5,13,25,22,47,13,7,0
19473,Antonio Daniels,NOH,2009,PG,234,81,17,64,55,55,130,49,19,1
19474,Marquis Daniels,IND,2009,SF,733,311,18,293,93,248,114,94,62,26
19475,Jermareo Davidson,GSW,2009,SF,42,17,0,17,8,34,1,5,2,3
19476,Baron Davis,LAC,2009,PG,968,355,99,256,159,238,501,193,108,35
19477,Glen Davis,BOS,2009,C,530,199,2,197,130,301,69,71,53,19
19478,Paul Davis,LAC,2009,PF,107,40,0,40,27,67,12,13,10,3
19479,Ricky Davis,LAC,2009,SG,232,83,35,48,31,60,82,39,19,5
19480,Luol Deng,CHI,2009,SF,690,265,8,257,152,295,94,72,60,25
19481,Boris Diaw,TOT,2009,PF,1072,448,75,373,101,432,333,215,61,53
19482,Boris Diaw,PHO,2009,PF,183,80,5,75,18,84,46,37,11,9
19483,Boris Diaw,CHA,2009,PF,889,368,70,298,83,348,287,178,50,44
19484,Yakhouba Diawara,MIA,2009,SF,213,76,51,25,10,82,27,16,13,6
19485,Travis Diener,IND,2009,PG,206,74,46,28,12,86,122,21,26,5
19486,Ike Diogu,TOT,2009,PF,119,39,1,38,40,56,3,12,3,3
19487,Ike Diogu,POR,2009,PF,27,6,0,6,15,17,0,6,1,2
19488,Ike Diogu,SAC,2009,PF,92,33,1,32,25,39,3,6,2,1
19489,DeSagana Diop,TOT,2009,C,170,74,0,74,22,273,32,39,29,56
19490,DeSagana Diop,DAL,2009,C,56,22,0,22,12,118,13,11,12,25
19491,DeSagana Diop,CHA,2009,C,114,52,0,52,10,155,19,28,17,31
19492,Juan Dixon,WAS,2009,PG,261,101,25,76,34,67,118,70,35,6
19493,Keyon Dooling,NJN,2009,PG,748,261,99,162,127,155,270,105,71,8
19494,Joey Dorsey,HOU,2009,PF,2,1,0,1,0,1,1,0,0,0
19495,Quincy Douby,TOT,2009,PG,115,42,14,28,17,32,25,13,5,5
19496,Quincy Douby,SAC,2009,PG,84,30,10,20,14,25,13,6,2,5
19497,Quincy Douby,TOR,2009,PG,31,12,4,8,3,7,12,7,3,0
19498,Chris Douglas-Roberts,NJN,2009,SG,216,81,3,78,51,50,52,31,12,7
19499,Goran Dragic,PHO,2009,PG,246,88,20,68,50,103,111,73,29,3
19500,Jared Dudley,TOT,2009,SF,372,136,29,107,71,205,56,43,57,8
19501,Jared Dudley,CHA,2009,SF,108,45,3,42,15,59,19,10,18,2
19502,Jared Dudley,PHO,2009,SF,264,91,26,65,56,146,37,33,39,6
19503,Chris Duhon,NYK,2009,PG,880,287,127,160,179,246,566,221,72,7
19504,Tim Duncan,SAS,2009,C,1450,558,0,558,334,800,264,165,38,126
19505,Mike Dunleavy,IND,2009,SG,271,93,32,61,53,68,44,38,12,9
19506,Kevin Durant,OKC,2009,SF,1871,661,97,564,452,482,205,225,96,53
19507,Monta Ellis,GSW,2009,SG,474,194,8,186,78,108,93,67,39,8
19508,Francisco Elson,MIL,2009,C,200,83,1,82,33,229,32,48,36,36
19509,Melvin Ely,NOH,2009,C,97,37,0,37,23,64,18,23,2,9
19510,Maurice Evans,ATL,2009,SF,574,208,98,110,60,243,54,43,50,10
19511,Reggie Evans,PHI,2009,PF,262,79,0,79,104,361,26,69,41,8
19512,Jordan Farmar,LAL,2009,PG,416,161,49,112,45,117,155,87,57,10
19513,Desmon Farmer,SAS,2009,SG,13,4,3,1,2,6,2,4,0,0
19514,Raymond Felton,CHA,2009,PG,1162,442,59,383,219,310,553,228,126,30
19515,Rudy Fernandez,POR,2009,SG,815,268,159,109,120,207,159,86,69,12
19516,Kyrylo Fesenko,UTA,2009,C,49,21,0,21,7,37,4,9,7,15
19517,Michael Finley,SAS,2009,SF,784,301,131,170,51,270,114,61,37,17
19518,Derek Fisher,LAL,2009,PG,814,292,120,172,110,188,261,72,95,6
19519,T.J. Ford,IND,2009,PG,1106,413,35,378,245,259,392,180,89,16
19520,Jeff Foster,IND,2009,C,452,177,2,175,96,508,130,88,53,49
19521,Randy Foye,MIN,2009,SG,1139,399,111,288,230,214,303,150,72,26
19522,Adonal Foyle,TOT,2009,C,17,7,0,7,3,26,1,3,0,8
19523,Adonal Foyle,ORL,2009,C,17,7,0,7,3,26,1,3,0,8
19524,Adonal Foyle,MEM,2009,C,0,0,0,0,0,0,0,0,0,0
19525,Channing Frye,POR,2009,PF,263,113,11,102,26,140,24,29,17,16
19526,Dan Gadzuric,MIL,2009,C,271,117,0,117,37,255,39,41,32,43
19527,Danilo Gallinari,NYK,2009,SG,170,56,32,24,26,55,15,15,14,4
19528,Francisco Garcia,SAC,2009,SF,824,295,88,207,146,218,150,112,80,67
19529,Thomas Gardner,ATL,2009,SG,24,9,4,5,2,7,2,3,4,1
19530,Kevin Garnett,BOS,2009,PF,899,393,2,391,111,485,144,90,63,68
19531,Marc Gasol,MEM,2009,C,975,350,0,350,275,605,143,164,63,90
19532,Pau Gasol,LAL,2009,C,1528,592,1,591,343,780,284,157,52,81
19533,Rudy Gay,MEM,2009,SF,1493,572,85,487,264,437,135,203,98,59
19534,Devean George,DAL,2009,SF,147,54,22,32,17,78,15,17,23,11
19535,Daniel Gibson,CLE,2009,PG,586,206,108,98,66,155,132,61,44,16
19536,J.R. Giddens,BOS,2009,SF,4,2,0,2,0,3,0,1,1,0
19537,Eddie Gill,MIL,2009,PG,14,6,2,4,0,4,11,5,3,1
19538,Manu Ginobili,SAS,2009,SG,683,223,69,154,168,198,157,88,64,16
19539,Ryan Gomes,MIN,2009,SF,1092,420,106,314,146,392,135,128,63,22
19540,Drew Gooden,TOT,2009,PF,605,237,0,237,131,362,48,76,30,18
19541,Drew Gooden,CHI,2009,PF,406,161,0,161,84,266,43,57,26,14
19542,Drew Gooden,SAC,2009,PF,12,5,0,5,2,13,2,3,0,0
19543,Drew Gooden,SAS,2009,PF,187,71,0,71,45,83,3,16,4,4
19544,Ben Gordon,CHI,2009,SG,1699,598,173,425,330,283,279,200,71,22
19545,Eric Gordon,LAC,2009,SG,1252,411,131,280,299,201,215,164,78,35
19546,Marcin Gortat,ORL,2009,PF,239,106,1,105,26,286,14,25,18,53
19547,Joey Graham,TOR,2009,SF,597,231,3,228,132,292,48,74,35,12
19548,Stephen Graham,IND,2009,SG,282,106,20,86,50,96,33,45,10,4
19549,Danny Granger,IND,2009,SF,1728,571,182,389,404,341,183,165,69,97
19550,Aaron Gray,CHI,2009,C,196,81,0,81,34,220,46,40,14,18
19551,Gerald Green,DAL,2009,SG,199,79,14,65,27,54,15,33,10,5
19552,Jeff Green,OKC,2009,PF,1290,476,96,380,242,519,155,173,81,33
19553,Willie Green,PHI,2009,SG,685,286,51,235,62,126,158,64,53,13
19554,Donte Greene,SAC,2009,SF,209,77,26,51,29,86,30,37,16,14
19555,Hamed Haddadi,MEM,2009,C,48,15,0,15,18,47,8,9,1,12
19556,Malik Hairston,SAS,2009,SG,50,24,0,24,2,28,13,12,6,7
19557,Richard Hamilton,DET,2009,SG,1225,466,70,396,223,207,297,133,40,4
19558,Matt Harpring,UTA,2009,SG,277,111,0,111,55,123,28,29,29,9
19559,Al Harrington,TOT,2009,PF,1469,532,171,361,234,455,102,161,88,22
19560,Al Harrington,GSW,2009,PF,62,23,11,12,5,28,10,7,7,0
19561,Al Harrington,NYK,2009,PF,1407,509,160,349,229,427,92,154,81,22
19562,Devin Harris,NJN,2009,PG,1470,455,64,391,496,231,476,212,114,13
19563,Jason Hart,TOT,2009,PG,78,30,0,30,18,46,48,22,12,4
19564,Jason Hart,LAC,2009,PG,65,25,0,25,15,42,43,19,12,4
19565,Jason Hart,DEN,2009,PG,13,5,0,5,3,4,5,3,0,0
19566,Udonis Haslem,MIA,2009,PF,794,333,0,333,128,618,85,82,43,25
19567,Trenton Hassell,NJN,2009,SF,194,86,2,84,20,146,51,30,21,16
19568,Spencer Hawes,SAC,2009,C,876,373,40,333,90,549,149,160,44,93
19569,Chuck Hayes,HOU,2009,C,91,42,0,42,7,250,42,25,34,19
19570,Jarvis Hayes,NJN,2009,SF,644,257,94,163,36,267,54,49,52,7
19571,Brendan Haywood,WAS,2009,C,58,24,0,24,10,44,8,9,4,15
19572,Luther Head,TOT,2009,PG-SG,149,55,20,35,19,52,58,25,17,2
19573,Luther Head,HOU,2009,PG,106,39,14,25,14,27,35,16,6,1
19574,Luther Head,MIA,2009,SG,43,16,6,10,5,25,23,9,11,1
19575,Walter Herrmann,DET,2009,SF,224,82,41,41,19,107,22,17,7,4
19576,Roy Hibbert,IND,2009,C,494,198,0,198,98,243,49,55,20,76
19577,J.J. Hickson,CLE,2009,C,245,100,0,100,45,165,9,45,14,30
19578,Nene Hilario,DEN,2009,C,1123,428,1,427,266,598,108,147,95,101
19579,George Hill,SAS,2009,PG,438,150,24,126,114,158,136,74,45,21
19580,Grant Hill,PHO,2009,SF,985,390,24,366,181,405,186,126,90,54
19581,Steven Hill,OKC,2009,PF,2,1,0,1,0,3,0,0,0,0
19582,Kirk Hinrich,CHI,2009,SG,503,183,69,114,68,123,197,87,66,19
19583,Ryan Hollins,TOT,2009,C,143,50,0,50,43,97,7,24,7,32
19584,Ryan Hollins,CHA,2009,C,64,19,0,19,26,36,4,10,3,17
19585,Ryan Hollins,DAL,2009,C,79,31,0,31,17,61,3,14,4,15
19586,Al Horford,ATL,2009,C,773,312,0,312,149,624,163,103,53,95
19587,Eddie House,BOS,2009,PG,691,249,151,98,42,157,92,55,61,7
19588,Dwight Howard,ORL,2009,C,1624,560,0,560,504,1093,112,240,77,231
19589,Josh Howard,DAL,2009,SF,936,353,58,295,172,263,83,89,55,30
19590,Juwan Howard,TOT,2009,SF-PF,173,75,0,75,23,76,26,26,7,6
19591,Juwan Howard,DEN,2009,PF,2,1,0,1,0,4,2,0,1,1
19592,Juwan Howard,CHA,2009,SF,171,74,0,74,23,72,24,26,6,5
19593,Larry Hughes,TOT,2009,SF-SG,640,224,75,149,117,159,119,71,72,14
19594,Larry Hughes,CHI,2009,SF,361,127,40,87,67,94,59,36,36,9
19595,Larry Hughes,NYK,2009,SG,279,97,35,62,50,65,60,35,36,5
19596,Kris Humphries,TOR,2009,SF,114,38,0,38,38,70,10,8,8,6
19597,Lindsey Hunter,CHI,2009,PG,73,27,16,11,3,12,37,19,20,1
19598,Othello Hunter,ATL,2009,PF,22,11,0,11,0,24,1,2,2,5
19599,Andre Iguodala,PHI,2009,SF,1541,542,80,462,377,471,434,222,131,36
19600,Zydrunas Ilgauskas,CLE,2009,C,838,342,15,327,139,490,64,90,28,84
19601,Didier Ilunga-Mbenga,LAL,2009,C,61,27,0,27,7,31,9,13,10,24
19602,Allen Iverson*,TOT,2009,PG-SG,995,348,28,320,271,173,283,146,88,6
19603,Allen Iverson*,DEN,2009,SG,56,18,2,16,18,8,20,10,3,1
19604,Allen Iverson*,DET,2009,PG,939,330,26,304,253,165,263,136,85,5
19605,Royal Ivey,PHI,2009,SG,211,69,39,30,34,76,43,23,36,7
19606,Jarrett Jack,IND,2009,SG,1074,386,78,308,224,276,338,184,88,17
19607,Bobby Jackson,SAC,2009,PG,532,193,60,133,86,200,143,66,62,4
19608,Darnell Jackson,CLE,2009,PF,98,37,0,37,24,87,8,14,10,4
19609,Stephen Jackson,GSW,2009,SF,1223,413,103,310,294,303,381,229,88,31
19610,Jerome James,NYK,2009,C,6,3,0,3,0,3,0,1,1,1
19611,LeBron James,CLE,2009,SF,2304,789,132,657,594,613,587,241,137,93
19612,Mike James,TOT,2009,PG,531,197,69,128,68,133,201,94,44,6
19613,Mike James,NOH,2009,PG,20,8,3,5,1,7,8,3,2,0
19614,Mike James,WAS,2009,PG,511,189,66,123,67,126,193,91,42,6
19615,Antawn Jamison,WAS,2009,PF,1801,674,112,562,341,721,153,125,95,25
19616,Marko Jaric,MEM,2009,SG,136,48,11,37,29,65,74,49,29,11
19617,Nathan Jawai,TOR,2009,PF,2,1,0,1,0,2,0,2,0,0
19618,Al Jefferson,MIN,2009,C,1156,485,0,485,186,548,79,92,39,83
19619,Dontell Jefferson,CHA,2009,SG,29,11,1,10,6,12,9,6,4,1
19620,Richard Jefferson,MIL,2009,SF,1607,537,116,421,417,374,199,165,66,14
19621,Jared Jeffries,NYK,2009,SF,296,120,1,119,55,231,80,65,47,33
19622,Yi Jianlian,NJN,2009,PF,525,191,48,143,95,326,60,70,29,36
19623,Amir Johnson,DET,2009,PF,217,97,0,97,23,232,20,33,20,60
